Area_Code,Area_Type,Area_Name,Gender,Age,measure,Date,Value
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,May-23,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Jun-23,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Jul-23,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Aug-23,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Sep-23,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Oct-23,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Nov-23,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Dec-23,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Jan-24,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Feb-24,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Mar-24,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Apr-24,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,May-24,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Jun-24,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Jul-24,0
E09000002,lacu,Barking and Dagenham,Male,Age unknown (clerical claims),Claimant count,Aug-24,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Aug-21,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Sep-21,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Oct-21,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Nov-21,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Dec-21,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Jan-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Feb-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Mar-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Apr-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,May-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Jun-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Jul-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Aug-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Sep-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Oct-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Nov-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Dec-22,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Jan-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Feb-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Mar-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Apr-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,May-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Jun-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Jul-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Aug-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Sep-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Oct-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Nov-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Dec-23,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Jan-24,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Feb-24,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Mar-24,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Apr-24,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,May-24,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Jun-24,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Jul-24,0
E09000003,lacu,Barnet,Male,Age unknown (clerical claims),Claimant count,Aug-24,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Aug-21,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Sep-21,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Oct-21,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Nov-21,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Dec-21,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Jan-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Feb-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Mar-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Apr-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,May-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Jun-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Jul-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Aug-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Sep-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Oct-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Nov-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Dec-22,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Jan-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Feb-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Mar-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Apr-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,May-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Jun-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Jul-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Aug-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Sep-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Oct-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Nov-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Dec-23,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Jan-24,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Feb-24,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Mar-24,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Apr-24,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,May-24,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Jun-24,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Jul-24,0
E09000004,lacu,Bexley,Male,Age unknown (clerical claims),Claimant count,Aug-24,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Aug-21,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Sep-21,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Oct-21,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Nov-21,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Dec-21,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Jan-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Feb-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Mar-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Apr-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,May-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Jun-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Jul-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Aug-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Sep-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Oct-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Nov-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Dec-22,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Jan-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Feb-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Mar-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Apr-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,May-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Jun-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Jul-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Aug-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Sep-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Oct-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Nov-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Dec-23,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Jan-24,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Feb-24,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Mar-24,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Apr-24,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,May-24,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Jun-24,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Jul-24,0
E09000005,lacu,Brent,Male,Age unknown (clerical claims),Claimant count,Aug-24,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Aug-21,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Sep-21,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Oct-21,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Nov-21,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Dec-21,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Jan-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Feb-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Mar-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Apr-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,May-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Jun-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Jul-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Aug-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Sep-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Oct-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Nov-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Dec-22,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Jan-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Feb-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Mar-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Apr-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,May-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Jun-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Jul-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Aug-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Sep-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Oct-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Nov-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Dec-23,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Jan-24,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Feb-24,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Mar-24,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Apr-24,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,May-24,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Jun-24,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Jul-24,0
E09000006,lacu,Bromley,Male,Age unknown (clerical claims),Claimant count,Aug-24,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Aug-21,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Sep-21,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Oct-21,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Nov-21,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Dec-21,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Jan-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Feb-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Mar-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Apr-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,May-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Jun-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Jul-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Aug-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Sep-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Oct-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Nov-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Dec-22,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Jan-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Feb-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Mar-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Apr-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,May-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Jun-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Jul-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Aug-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Sep-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Oct-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Nov-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Dec-23,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Jan-24,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Feb-24,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Mar-24,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Apr-24,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,May-24,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Jun-24,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Jul-24,0
E09000007,lacu,Camden,Male,Age unknown (clerical claims),Claimant count,Aug-24,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Aug-21,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Sep-21,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Oct-21,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Nov-21,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Dec-21,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Jan-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Feb-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Mar-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Apr-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,May-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Jun-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Jul-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Aug-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Sep-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Oct-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Nov-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Dec-22,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Jan-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Feb-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Mar-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Apr-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,May-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Jun-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Jul-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Aug-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Sep-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Oct-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Nov-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Dec-23,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Jan-24,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Feb-24,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Mar-24,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Apr-24,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,May-24,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Jun-24,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Jul-24,0
E09000001,lacu,City of London,Male,Age unknown (clerical claims),Claimant count,Aug-24,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Aug-21,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Sep-21,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Oct-21,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Nov-21,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Dec-21,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Jan-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Feb-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Mar-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Apr-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,May-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Jun-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Jul-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Aug-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Sep-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Oct-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Nov-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Dec-22,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Jan-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Feb-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Mar-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Apr-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,May-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Jun-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Jul-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Aug-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Sep-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Oct-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Nov-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Dec-23,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Jan-24,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Feb-24,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Mar-24,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Apr-24,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,May-24,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Jun-24,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Jul-24,0
E09000008,lacu,Croydon,Male,Age unknown (clerical claims),Claimant count,Aug-24,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Aug-21,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Sep-21,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Oct-21,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Nov-21,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Dec-21,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Jan-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Feb-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Mar-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Apr-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,May-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Jun-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Jul-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Aug-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Sep-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Oct-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Nov-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Dec-22,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Jan-23,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Feb-23,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Mar-23,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Apr-23,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,May-23,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Jun-23,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Jul-23,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Aug-23,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Sep-23,0
E09000009,lacu,Ealing,Male,Age unknown (clerical claims),Claimant count,Oct-23,0
